age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,mental_fatigue_score,screen_time_group,sleep_group,caffeine_group,age_group
35,Female,Software Engineer,4.7,109,8.53,7.31,5.89,1,114,5.92,Medium,High,Low,30-50
58,Female,Teacher,6.77,119,7.58,5.09,8.37,4,51,7.1,High,Medium,High,50+
53,Female,Doctor,4.16,87,7.1,6.38,5.97,2,45,5.8,Medium,Medium,Low,50+
58,Female,Researcher,1.03,55,8.32,7.18,2.98,2,101,3.18,Low,High,Low,50+
53,Female,Student,4.57,26,5.66,5.97,7.17,1,28,8.88,Medium,Low,Low,50+
21,Female,Student,8.24,89,5.43,3.93,10,1,79,10,High,Low,Low,Under 30
47,Female,Designer,9.5,15,5.05,5.09,10,0,100,9.76,High,Low,None,30-50
41,Male,Doctor,3.48,37,6.6,8.67,1.35,0,71,1.11,Medium,Medium,None,30-50
37,Male,Designer,9.29,104,8.94,4.51,9.77,0,68,9.38,High,High,None,30-50
48,Female,Researcher,8.8,52,8.64,5.91,10,3,99,9.26,High,High,High,30-50
41,Female,Manager,4.66,67,6.28,6.3,6.57,0,59,8.17,Medium,Medium,None,30-50
24,Male,Student,1.04,22,4.56,7.91,2.41,4,81,2.49,Low,Low,High,Under 30
43,Female,Teacher,8.6,82,8.37,3.64,10,0,2,10,High,High,None,30-50
30,Male,Manager,3.58,55,8.61,7.39,5.39,2,97,4.55,Medium,High,Low,30-50
25,Male,Doctor,7.8,78,4.86,5.21,10,1,68,10,High,Low,Low,Under 30
22,Male,Student,6.14,94,8.42,4.36,10,2,71,8.85,High,High,Low,Under 30
30,Other,Freelancer,2.99,87,6.23,6.64,6.1,1,51,7.05,Low,Medium,Low,30-50
46,Other,Doctor,6.83,74,4.06,4.44,9.62,2,36,9.4,High,Low,Low,30-50
37,Female,Manager,7.88,52,8.72,7.23,6.11,4,75,7.31,High,High,High,30-50
31,Male,Teacher,5.27,73,4.21,6.93,7.23,2,17,6.28,Medium,Low,Low,30-50
49,Female,Software Engineer,7.73,71,4.17,4.7,10,1,90,10,High,Low,Low,30-50
44,Female,Designer,4.64,66,8.82,6.19,5.74,3,70,6.12,Medium,High,High,30-50
42,Male,Freelancer,9.82,18,5.07,6.41,8.5,1,106,7.08,High,Low,Low,30-50
21,Male,Designer,3.16,3,6.78,7.45,4.54,1,46,5.56,Medium,Medium,Low,Under 30
38,Female,Researcher,8,28,8.71,5.44,10,1,82,9.56,High,High,Low,30-50
35,Male,Researcher,7.75,44,8.7,4.61,10,1,103,9.51,High,High,Low,30-50
56,Male,Manager,5.76,104,4.87,4.74,10,2,113,9.99,Medium,Low,Low,50+
32,Female,Student,4.15,20,6.57,8.02,5.39,0,81,6.13,Medium,Medium,None,30-50
55,Female,Student,5.01,53,4.03,4.43,9.32,3,99,7.85,Medium,Low,High,50+
41,Other,Teacher,6.67,115,4.45,6.43,7.77,0,71,7.4,High,Low,None,30-50
25,Male,Researcher,5.77,108,8.74,5.96,8.23,2,28,8.55,Medium,High,Low,Under 30
45,Female,Student,7.85,72,6.08,4.71,10,3,17,10,High,Medium,High,30-50
38,Male,Student,4.25,51,4.75,5.93,8.71,1,68,8.03,Medium,Low,Low,30-50
33,Male,Student,1.97,114,7.16,4.97,6.15,2,60,5.23,Low,Medium,Low,30-50
33,Female,Doctor,5.55,111,4.87,5.2,9.46,0,60,10,Medium,Low,None,30-50
52,Male,Doctor,3.33,17,8.9,7.49,3.68,0,4,3.82,Medium,High,None,50+
34,Male,Researcher,6.55,82,7.35,5.09,9.49,3,40,8.28,High,Medium,High,30-50
26,Female,Software Engineer,5.68,16,5.84,6.91,7.91,1,24,8.1,Medium,Low,Low,Under 30
52,Male,Researcher,8.01,43,5.91,6.1,9.03,3,64,9.45,High,Low,High,50+
46,Other,Doctor,6.18,106,8.58,5.85,9.03,3,108,9.74,High,High,High,30-50
56,Male,Researcher,4.88,23,8.48,7.5,4.3,0,74,3.97,Medium,High,None,50+
35,Male,Freelancer,2.08,112,8.75,8.44,3.74,1,77,3.62,Low,High,Low,30-50
29,Male,Freelancer,2.08,5,6.27,8.72,2.45,4,40,3.74,Low,Medium,High,Under 30
36,Male,Designer,6.76,94,8.25,5.2,9.08,1,109,10,High,High,Low,30-50
39,Female,Freelancer,8.93,26,6.42,6.57,10,1,50,10,High,Medium,Low,30-50
32,Female,Manager,4.73,46,7.16,8.68,4.38,0,72,3.01,Medium,Medium,None,30-50
18,Male,Software Engineer,5.78,97,6.54,5.65,7.65,1,48,6.63,Medium,Medium,Low,Under 30
19,Female,Student,6.32,45,7.04,5.88,8.06,0,46,7.66,High,Medium,None,Under 30
25,Other,Designer,5.3,90,6.55,7.18,5.23,3,4,4.92,Medium,Medium,High,Under 30
39,Male,Software Engineer,1.54,90,4.77,7.72,3.14,2,23,4.13,Low,Low,Low,30-50
42,Male,Manager,6.3,34,4.54,5.97,8.54,1,69,9.55,High,Low,Low,30-50
19,Male,Software Engineer,2.23,56,8.71,7.82,5.87,4,80,7.41,Low,High,High,Under 30
26,Female,Designer,6,11,6.55,7.86,5.92,0,59,5.61,High,Medium,None,Under 30
26,Male,Software Engineer,7.98,28,8.71,5.56,9.61,0,74,8.41,High,High,None,Under 30
30,Male,Designer,1.05,56,7.43,8.37,2.39,4,29,1.95,Low,Medium,High,30-50
23,Female,Software Engineer,4.87,69,4.44,5.6,8.34,3,11,8.82,Medium,Low,High,Under 30
47,Female,Software Engineer,7.71,54,5.01,4.76,10,2,14,10,High,Low,Low,30-50
32,Female,Freelancer,5.76,36,7.84,7.12,5.64,2,13,5.15,Medium,Medium,Low,30-50
32,Male,Software Engineer,3.12,70,4.89,7.99,5.64,1,7,5.9,Medium,Low,Low,30-50
24,Female,Designer,7.28,69,4.04,3.8,10,3,111,10,High,Low,High,Under 30
28,Other,Software Engineer,8.05,52,4.56,5.33,10,3,47,9.14,High,Low,High,Under 30
57,Male,Researcher,4.26,82,6.38,7.56,4.75,0,12,4.62,Medium,Medium,None,50+
55,Male,Freelancer,3.68,13,4.82,5.87,5.98,1,27,4.92,Medium,Low,Low,50+
57,Female,Manager,5.91,113,4.23,5.63,9.57,4,106,9.69,Medium,Low,High,50+
19,Female,Manager,4.29,20,7.72,8.33,3.85,3,83,4.41,Medium,Medium,High,Under 30
56,Male,Doctor,8.52,77,8.86,5.53,10,2,48,9.17,High,High,Low,50+
27,Male,Doctor,8.01,103,8.89,5.09,10,3,25,9.58,High,High,High,Under 30
34,Female,Doctor,3.81,13,8.5,7.44,4.36,0,55,6.15,Medium,High,None,30-50
24,Female,Doctor,5.11,52,4.1,5.36,8.16,3,40,8.11,Medium,Low,High,Under 30
57,Female,Researcher,9.01,114,5.2,3.86,10,4,103,9.26,High,Low,High,50+
56,Female,Doctor,2.33,95,4.69,7.74,6.26,2,39,5.85,Low,Low,Low,50+
21,Male,Manager,7.79,89,7.2,3.99,10,1,22,10,High,Medium,Low,Under 30
52,Female,Student,3.85,66,8.25,7.17,5.56,1,60,5.29,Medium,High,Low,50+
53,Male,Software Engineer,2.08,78,6.86,7.21,5.28,3,14,5.92,Low,Medium,High,50+
48,Female,Manager,2.05,84,5.73,7.97,3.87,0,91,4.32,Low,Low,None,30-50
42,Female,Manager,3.49,93,8.56,6.51,5.91,1,0,5.52,Medium,High,Low,30-50
58,Female,Teacher,5.93,47,6.53,4.77,8.03,2,81,9.1,Medium,Medium,Low,50+
30,Female,Student,9.17,110,4.87,3.87,10,0,48,9.74,High,Low,None,30-50
35,Male,Designer,3.73,77,6.67,7.71,5.96,0,72,6.68,Medium,Medium,None,30-50
38,Male,Freelancer,2.79,110,4.09,7.83,3.66,3,65,1.97,Low,Low,High,30-50
18,Male,Student,5.31,55,4.19,6.13,6.86,0,49,6.81,Medium,Low,None,Under 30
53,Female,Teacher,2.41,38,7.14,8.63,3.89,4,76,4.05,Low,Medium,High,50+
25,Male,Manager,3.45,100,7.62,5.35,6.17,4,13,7.56,Medium,Medium,High,Under 30
38,Male,Student,9.88,40,4.69,6.55,10,0,72,10,High,Low,None,30-50
38,Female,Software Engineer,6.02,47,6.67,4.6,9.6,3,25,10,High,Medium,High,30-50
44,Male,Doctor,8.06,27,7.86,3.37,10,2,95,10,High,Medium,Low,30-50
36,Female,Software Engineer,2.91,1,8.41,9.67,3.59,4,2,2.51,Low,High,High,30-50
40,Male,Student,5.68,21,6.37,8,5.74,1,17,3.95,Medium,Medium,Low,30-50
52,Male,Manager,5.59,118,4.61,5.36,7.29,2,84,9.27,Medium,Low,Low,50+
57,Male,Manager,8.31,70,4.35,6.65,10,0,30,10,High,Low,None,50+
59,Female,Teacher,1.19,107,8.28,8.45,2.75,0,87,3.47,Low,High,None,50+
22,Male,Designer,8.74,95,4.39,3.43,10,4,33,9.69,High,Low,High,Under 30
58,Male,Software Engineer,1.72,60,8.09,8.83,3.38,3,41,3.11,Low,High,High,50+
25,Female,Teacher,9.25,79,6.18,2.94,10,3,68,10,High,Medium,High,Under 30
28,Female,Designer,2.29,35,6.18,7.65,3.36,2,62,2.8,Low,Medium,Low,Under 30
33,Male,Doctor,5.79,65,6.59,7.54,6.17,4,31,4.15,Medium,Medium,High,30-50
56,Female,Software Engineer,1.89,80,4.68,7.66,3.45,1,84,4.8,Low,Low,Low,50+
41,Female,Manager,5.02,48,7.71,6.52,7.85,0,109,9,Medium,Medium,None,30-50
38,Female,Software Engineer,3.69,2,5.5,8.7,4.36,4,26,2.3,Medium,Low,High,30-50
40,Female,Manager,4.78,111,6.99,6.78,6.15,1,96,6.17,Medium,Medium,Low,30-50
55,Male,Manager,5.91,22,4.03,8.52,5.89,0,2,7.53,Medium,Low,None,50+
25,Male,Doctor,5.13,58,5.41,6.34,7.98,3,82,8.87,Medium,Low,High,Under 30
24,Female,Doctor,1.21,100,4.2,6.52,6.27,2,0,7,Low,Low,Low,Under 30
19,Male,Student,8.77,102,5.57,4.84,10,1,108,8.41,High,Low,Low,Under 30
47,Female,Designer,1.85,27,4.63,7.21,5.17,4,119,4.4,Low,Low,High,30-50
30,Male,Teacher,9.83,108,4.35,3.26,10,3,67,10,High,Low,High,30-50
40,Male,Freelancer,8.66,104,8.24,2.97,10,4,57,10,High,High,High,30-50
46,Female,Freelancer,6.05,71,5.82,5.92,9.25,2,90,9.7,High,Low,Low,30-50
55,Female,Doctor,3.21,32,8.13,6.9,5.8,2,54,6.4,Medium,High,Low,50+
54,Female,Student,1.78,67,8.46,7.39,2.72,1,116,5.22,Low,High,Low,50+
37,Male,Designer,7.05,116,6.53,3.78,10,2,105,10,High,Medium,Low,30-50
50,Male,Researcher,2.81,70,6.84,4.72,7.08,2,86,8.76,Low,Medium,Low,30-50
46,Female,Designer,7.6,10,7.23,5.4,9.52,4,67,10,High,Medium,High,30-50
32,Female,Software Engineer,8.49,103,7.22,6.04,6.53,1,19,8.02,High,Medium,Low,30-50
40,Female,Student,9.9,7,6.65,5.78,10,2,11,10,High,Medium,Low,30-50
59,Male,Student,5.54,19,6.97,7.53,6.12,0,63,6.41,Medium,Medium,None,50+
20,Female,Software Engineer,9.77,61,6.21,2.59,10,3,94,9.43,High,Medium,High,Under 30
54,Female,Freelancer,2.34,42,8.58,7.57,4.17,2,72,4.06,Low,High,Low,50+
46,Male,Teacher,8.53,102,7.61,4.16,10,2,76,9.56,High,Medium,Low,30-50
25,Female,Freelancer,4.24,91,5.57,8.14,5.23,2,33,5.52,Medium,Low,Low,Under 30
39,Male,Doctor,4.28,74,5.68,4.43,10,3,96,9.79,Medium,Low,High,30-50
46,Male,Manager,3.42,113,6.28,6.42,6.23,4,39,6.25,Medium,Medium,High,30-50
19,Male,Software Engineer,2.56,85,4.16,5.66,5.35,1,117,4.49,Low,Low,Low,Under 30
58,Female,Doctor,4.98,99,8.96,6.04,8.26,1,45,8.84,Medium,High,Low,50+
18,Male,Manager,9.89,69,6.34,4.22,10,1,29,10,High,Medium,Low,Under 30
37,Female,Student,3.97,6,7.88,7.84,4.2,1,46,3.39,Medium,Medium,Low,30-50
38,Male,Freelancer,5.15,9,4.79,8.99,3.34,1,45,2.01,Medium,Low,Low,30-50
54,Male,Software Engineer,3.06,39,7.05,5.41,6.7,0,21,7.14,Medium,Medium,None,50+
25,Male,Manager,4.03,3,5.91,7.04,6.5,4,6,5.87,Medium,Low,High,Under 30
44,Female,Teacher,1.5,72,8.45,7.64,4.23,4,114,2.27,Low,High,High,30-50
52,Male,Doctor,9.6,101,8.66,2.7,10,2,35,10,High,High,Low,50+
23,Male,Freelancer,5.59,112,7.12,4.01,10,3,80,8.66,Medium,Medium,High,Under 30
36,Male,Doctor,7.6,18,4.3,4.17,9.59,1,8,10,High,Low,Low,30-50
35,Male,Doctor,5.62,109,6.33,5.82,7.92,1,42,6.3,Medium,Medium,Low,30-50
18,Male,Student,7.93,96,4.08,4.96,10,4,3,9.48,High,Low,High,Under 30
42,Male,Freelancer,5.81,37,6.59,4.55,9.24,4,37,10,Medium,Medium,High,30-50
44,Male,Manager,7.31,21,6.51,7.35,7.3,3,118,5.85,High,Medium,High,30-50
24,Female,Doctor,7.16,102,6.09,4.48,10,3,27,9.77,High,Medium,High,Under 30
59,Male,Designer,5.8,0,5.69,6.29,8.47,3,95,6.66,Medium,Low,High,50+
46,Female,Freelancer,3.08,112,6.89,7,4.55,1,81,5.43,Medium,Medium,Low,30-50
48,Male,Doctor,2.91,52,4.88,6.97,5.63,4,68,5.51,Low,Low,High,30-50
53,Male,Student,8.87,20,4.13,6.02,9.86,0,116,9.51,High,Low,None,50+
36,Female,Software Engineer,2.09,112,7.93,7.41,4.68,3,1,4.71,Low,Medium,High,30-50
23,Female,Doctor,6.03,6,7.93,7.45,7.85,3,10,7.47,High,Medium,High,Under 30
42,Female,Doctor,5.52,109,6.9,4.44,8.27,4,29,8.4,Medium,Medium,High,30-50
48,Male,Software Engineer,8.19,6,8.15,6.9,9.5,0,43,10,High,High,None,30-50
26,Female,Manager,2.22,85,6.56,8.96,3.96,1,90,4.09,Low,Medium,Low,Under 30
37,Female,Manager,7.19,76,4.03,4.45,8.45,1,111,8.71,High,Low,Low,30-50
27,Female,Researcher,6.45,22,4.74,5.68,7.85,0,14,6.91,High,Low,None,Under 30
54,Female,Designer,7.31,59,6.3,3.25,10,1,87,10,High,Medium,Low,50+
44,Male,Student,6.59,85,8.31,3.5,10,1,82,9.67,High,High,Low,30-50
30,Male,Software Engineer,6.06,89,5.13,6.01,5.67,3,39,5.01,High,Low,High,30-50
58,Female,Student,9.34,17,4.17,4.26,10,2,53,10,High,Low,Low,50+
19,Male,Manager,4.14,116,6.06,6.92,6.05,4,0,6.02,Medium,Medium,High,Under 30
38,Female,Software Engineer,2.66,70,4.33,8.54,2.16,3,51,3.53,Low,Low,High,30-50
50,Male,Teacher,8.16,65,6.75,4.45,10,4,27,10,High,Medium,High,30-50
41,Female,Designer,2.17,52,4.28,9.15,2.24,2,71,1.17,Low,Low,Low,30-50
59,Male,Researcher,7.12,18,4.08,6.55,8.07,4,21,8.21,High,Low,High,50+
51,Male,Teacher,5.95,63,8.72,7.01,6.66,0,59,4.99,Medium,High,None,50+
26,Other,Manager,1.01,13,7.33,7.22,3.85,3,24,4.18,Low,Medium,High,Under 30
19,Male,Freelancer,3.16,24,4.6,7.86,5.23,3,81,3.48,Medium,Low,High,Under 30
47,Male,Software Engineer,5.46,32,6.78,7.78,6.38,2,8,6.96,Medium,Medium,Low,30-50
39,Male,Manager,3.97,47,5.29,5.85,6.6,0,7,8.94,Medium,Low,None,30-50
28,Female,Software Engineer,4.84,38,7.81,7.8,7.14,1,42,7.41,Medium,Medium,Low,Under 30
34,Female,Student,6.41,111,8.07,5.23,8.71,2,52,8.33,High,High,Low,30-50
53,Female,Software Engineer,7.58,83,6.54,5.91,9.63,4,21,9.6,High,Medium,High,50+
30,Female,Manager,2.36,107,6.05,6.83,3,2,56,3.36,Low,Medium,Low,30-50
24,Male,Student,3.55,4,5.59,8.48,1.58,0,1,1,Medium,Low,None,Under 30
33,Male,Student,6.73,112,4.16,3.15,10,3,100,9.4,High,Low,High,30-50
50,Male,Software Engineer,6.3,20,6.8,7.31,5.9,4,98,5.3,High,Medium,High,30-50
18,Female,Student,7.63,58,6.54,5.52,9.13,1,69,8.43,High,Medium,Low,Under 30
28,Female,Researcher,6.76,119,5.07,3.73,10,1,10,10,High,Low,Low,Under 30
23,Male,Researcher,3.97,76,6.66,5.89,8.91,1,86,8.47,Medium,Medium,Low,Under 30
37,Male,Manager,5.49,13,6.34,4.95,8.61,0,106,8.85,Medium,Medium,None,30-50
52,Male,Freelancer,8.96,62,5.3,4.22,10,3,78,10,High,Low,High,50+
54,Male,Designer,2.67,53,7.72,8.44,3.74,3,54,5.13,Low,Medium,High,50+
58,Male,Teacher,4.39,79,5.23,5.99,7.59,2,18,8.98,Medium,Low,Low,50+
43,Male,Researcher,8.58,44,6.26,5.58,9.01,0,50,9.13,High,Medium,None,30-50
29,Male,Software Engineer,4.28,113,6.67,4.76,9.12,0,41,9.27,Medium,Medium,None,Under 30
47,Female,Researcher,4.71,49,8.06,6.88,5.8,4,23,6.25,Medium,High,High,30-50
45,Male,Student,3.87,40,6.1,7.42,4.46,1,9,4.77,Medium,Medium,Low,30-50
44,Female,Student,9.1,91,5.03,4.54,10,1,103,9.03,High,Low,Low,30-50
59,Male,Manager,6.97,0,4.07,7.8,9.21,2,96,9.93,High,Low,Low,50+
36,Female,Student,2.88,1,5.26,8.43,4.13,1,81,4.52,Low,Low,Low,30-50
22,Male,Student,7.75,71,7.75,4.56,10,1,44,8.72,High,Medium,Low,Under 30
22,Female,Designer,1.35,12,8.1,8.52,2.15,1,17,1.44,Low,High,Low,Under 30
58,Male,Freelancer,4.57,101,7,6.75,6.56,3,108,6.5,Medium,Medium,High,50+
44,Male,Software Engineer,9.19,18,8.74,6.56,10,2,82,8.74,High,High,Low,30-50
45,Female,Software Engineer,7.21,50,6.61,5.13,9.09,1,87,8.9,High,Medium,Low,30-50
43,Female,Manager,8.14,1,6.4,5.4,9.48,0,24,6.49,High,Medium,None,30-50
44,Male,Designer,9.38,94,8.16,3.8,10,0,39,9.78,High,High,None,30-50
59,Male,Designer,7.97,9,4.83,5.93,9.84,0,62,8.13,High,Low,None,50+
38,Male,Designer,1.8,68,4.08,7.09,3.06,4,62,2.86,Low,Low,High,30-50
18,Female,Software Engineer,3.08,86,8.41,9.52,3.86,0,62,3.69,Medium,High,None,Under 30
45,Female,Freelancer,5.5,117,6.67,4.02,8.94,1,63,9.51,Medium,Medium,Low,30-50
32,Male,Doctor,1.12,29,7.72,7.47,3.23,0,8,3.88,Low,Medium,None,30-50
34,Male,Manager,6.62,95,7.14,3.63,10,0,34,9.98,High,Medium,None,30-50
43,Male,Manager,6.92,64,7.32,5.45,9.14,2,27,10,High,Medium,Low,30-50
37,Male,Teacher,7.27,108,6.94,4.74,8.71,4,91,8.89,High,Medium,High,30-50
42,Female,Researcher,6,43,7.63,5.22,7.75,1,12,7.62,High,Medium,Low,30-50
30,Female,Researcher,5.07,41,4.57,8.72,5.45,3,104,6.11,Medium,Low,High,30-50
50,Female,Designer,8.7,2,5.25,5.1,10,1,95,10,High,Low,Low,30-50
42,Male,Researcher,7.91,110,6.4,1.74,10,2,86,9.98,High,Medium,Low,30-50
25,Female,Designer,6.51,29,7.58,6.09,8.19,1,81,7.65,High,Medium,Low,Under 30
22,Male,Software Engineer,1.41,36,5.54,9.6,1,1,75,1,Low,Low,Low,Under 30
23,Female,Freelancer,7.25,27,8.04,4.09,10,3,89,8.71,High,High,High,Under 30
40,Female,Manager,6.02,50,4.33,6.99,7.07,2,115,9.2,High,Low,Low,30-50
47,Female,Researcher,7.24,114,7.95,3.9,10,2,20,8.01,High,Medium,Low,30-50
31,Male,Software Engineer,3.8,84,7.5,7.27,4.68,1,55,3.37,Medium,Medium,Low,30-50
40,Male,Freelancer,7.99,12,4.33,6.98,7.29,1,8,5.86,High,Low,Low,30-50
28,Female,Teacher,4.76,39,4.16,8.42,5.04,4,117,6.64,Medium,Low,High,Under 30
48,Male,Student,9.05,25,8.2,3.44,10,3,45,9.08,High,High,High,30-50
23,Female,Software Engineer,1.94,103,4.72,8.83,5.32,0,20,4.06,Low,Low,None,Under 30
28,Male,Freelancer,5.36,29,5.27,7.88,5.55,0,105,3.7,Medium,Low,None,Under 30
30,Male,Freelancer,2.85,23,8.48,6.92,5.19,4,110,5.07,Low,High,High,30-50
29,Male,Teacher,5.08,37,5.71,5.01,7.93,0,86,6.76,Medium,Low,None,Under 30
19,Male,Freelancer,4.18,104,6.65,5.44,6.53,2,40,5.49,Medium,Medium,Low,Under 30
52,Female,Researcher,8.23,109,4.16,6.27,8.72,1,69,9.99,High,Low,Low,50+
53,Female,Software Engineer,2.5,68,6.85,7.94,4.84,0,62,5.43,Low,Medium,None,50+
34,Female,Software Engineer,6.39,15,7.57,5.7,8.32,1,28,7.64,High,Medium,Low,30-50
45,Male,Software Engineer,4.66,109,6.83,6.03,6.24,3,64,5.95,Medium,Medium,High,30-50
45,Male,Doctor,5.66,105,8.04,6.95,6.55,4,8,9.11,Medium,High,High,30-50
39,Female,Researcher,7.43,54,7.88,5.4,9.72,1,66,8.22,High,Medium,Low,30-50
55,Male,Freelancer,4.21,48,6.4,6.45,6.88,2,118,6.08,Medium,Medium,Low,50+
24,Female,Doctor,4.3,79,7.23,6.31,7.27,2,8,6.93,Medium,Medium,Low,Under 30
32,Male,Designer,1.69,51,5.38,7.15,2.28,3,23,1.72,Low,Low,High,30-50
49,Female,Doctor,5.97,48,5.79,5.5,8.61,1,107,7.71,Medium,Low,Low,30-50
28,Female,Teacher,4.75,63,7.11,6.18,6.13,4,91,4.9,Medium,Medium,High,Under 30
41,Male,Software Engineer,8.31,47,7.3,5.18,10,4,25,9.21,High,Medium,High,30-50
20,Female,Doctor,4.95,73,4.43,5.77,7.78,4,118,8.39,Medium,Low,High,Under 30
47,Female,Manager,9.74,81,8.1,2.6,10,2,15,10,High,High,Low,30-50
23,Female,Software Engineer,2.55,37,7.19,8.36,4.57,2,70,3.69,Low,Medium,Low,Under 30
19,Male,Student,3.4,16,5.64,8.07,3.63,3,16,1.61,Medium,Low,High,Under 30
31,Male,Designer,4.53,40,5.13,5.31,7.11,2,111,7.77,Medium,Low,Low,30-50
58,Female,Doctor,2.53,53,7.02,6.52,5.1,0,100,4.56,Low,Medium,None,50+
35,Female,Manager,9.75,39,7.48,4.5,10,0,101,8.69,High,Medium,None,30-50
48,Female,Freelancer,6.77,30,8.64,7.76,5.78,4,33,5.88,High,High,High,30-50
30,Female,Manager,1.1,89,4.92,6.72,3.16,3,18,2.62,Low,Low,High,30-50
43,Male,Software Engineer,6.21,25,6.51,4.08,10,4,7,10,High,Medium,High,30-50
29,Other,Student,8.03,103,8.78,4.28,10,4,48,10,High,High,High,Under 30
35,Male,Designer,1.46,75,8.55,10,1.85,2,22,1,Low,High,Low,30-50
26,Female,Designer,6.2,17,6.39,5.77,8.24,0,15,9.06,High,Medium,None,Under 30
38,Male,Student,4.37,97,6.76,6.02,7.16,3,57,7.75,Medium,Medium,High,30-50
57,Male,Doctor,6.23,34,8.58,7.51,7,0,13,6.93,High,High,None,50+
41,Male,Doctor,3.27,119,4.16,8.54,2.22,2,81,2.15,Medium,Low,Low,30-50
51,Female,Software Engineer,6.99,74,8.88,3.23,10,2,112,10,High,High,Low,50+
25,Female,Researcher,7.04,55,8.88,5.54,9.37,1,88,9.1,High,High,Low,Under 30
50,Female,Teacher,5.86,116,8.72,5.6,8.24,2,60,6.92,Medium,High,Low,30-50
40,Male,Software Engineer,9.31,29,8.83,3.65,10,2,54,9.01,High,High,Low,30-50
30,Male,Software Engineer,9.19,44,5.52,5.37,9.29,0,79,8.77,High,Low,None,30-50
31,Female,Freelancer,1.43,113,4.19,9.52,1.93,3,78,3.55,Low,Low,High,30-50
31,Male,Software Engineer,3.61,74,5.42,7.27,7.01,0,43,6.99,Medium,Low,None,30-50
33,Female,Freelancer,4.28,109,5.73,6.17,7.37,0,50,7.5,Medium,Low,None,30-50
55,Female,Student,1.5,51,5.76,6.85,4.94,1,24,3.04,Low,Low,Low,50+
56,Male,Designer,5.71,67,7.4,4.76,8.79,0,95,10,Medium,Medium,None,50+
43,Female,Designer,1.22,54,8.32,9.39,2.11,3,24,1.28,Low,High,High,30-50
43,Female,Teacher,7.1,99,5.11,6.15,9.99,3,59,10,High,Low,High,30-50
18,Female,Researcher,1.02,9,6.24,9.19,1.87,1,24,1.13,Low,Medium,Low,Under 30
49,Female,Doctor,1.29,53,5.89,7,4.38,0,62,5.5,Low,Low,None,30-50
32,Female,Software Engineer,8.5,33,7.82,5.4,10,2,99,10,High,Medium,Low,30-50
38,Female,Student,3.27,62,5.59,8.02,4.26,2,71,4.74,Medium,Low,Low,30-50
35,Male,Student,1.73,30,4.28,7.68,4.66,2,51,3.69,Low,Low,Low,30-50
47,Male,Software Engineer,4.6,63,5.67,5.16,7.92,3,99,8.07,Medium,Low,High,30-50
30,Male,Student,1.46,95,5.77,7.95,1.84,2,103,1.75,Low,Low,Low,30-50
41,Male,Student,7.75,49,8.11,4.82,9.92,3,79,10,High,High,High,30-50
47,Male,Freelancer,5.45,27,6.74,7.2,5.11,4,79,4.5,Medium,Medium,High,30-50
19,Female,Software Engineer,5.97,106,6.62,5.47,9.3,1,5,7.71,Medium,Medium,Low,Under 30
36,Female,Teacher,7.78,36,6.99,6.63,7.96,4,37,6.92,High,Medium,High,30-50
42,Male,Student,8.06,95,6.81,4.85,10,0,13,9.05,High,Medium,None,30-50
31,Male,Designer,2.23,31,7.41,7.33,2.63,2,84,1.17,Low,Medium,Low,30-50
23,Male,Manager,3.52,80,8.52,6.99,3.18,3,88,3.77,Medium,High,High,Under 30
29,Male,Designer,2.58,97,8.38,6.71,3.68,3,107,3.22,Low,High,High,Under 30
37,Male,Researcher,1.49,34,6.48,8.55,4.17,3,91,5.55,Low,Medium,High,30-50
40,Female,Freelancer,5.84,56,8.23,7.83,5.54,1,5,6.28,Medium,High,Low,30-50
47,Female,Freelancer,3.25,102,8.32,6.32,7.46,0,36,6.75,Medium,High,None,30-50
47,Female,Researcher,2.39,60,7.95,7.39,3.74,1,73,3.08,Low,Medium,Low,30-50
55,Female,Manager,5.59,84,4.21,5.51,10,2,109,10,Medium,Low,Low,50+
47,Male,Manager,6.71,31,7.31,5.05,9.76,4,6,9.17,High,Medium,High,30-50
58,Male,Designer,7.95,97,5.57,3.86,10,1,74,9.92,High,Low,Low,50+
47,Female,Software Engineer,1.16,97,8.37,6.91,5.56,1,11,5.83,Low,High,Low,30-50
53,Female,Researcher,5.74,7,5.42,6.79,8.13,2,8,10,Medium,Low,Low,50+
51,Male,Manager,3.4,79,8.59,6.73,5.42,4,46,3.91,Medium,High,High,50+
33,Female,Designer,9.92,34,7.08,1.84,10,4,4,10,High,Medium,High,30-50
41,Male,Doctor,2.41,22,7.23,9.31,2.71,1,25,2.8,Low,Medium,Low,30-50
31,Female,Student,4.94,85,8.44,7,7.04,3,90,7.62,Medium,High,High,30-50
43,Female,Freelancer,9.73,94,8.93,2.92,10,3,104,9.04,High,High,High,30-50
25,Female,Teacher,2.92,92,5.55,7.32,6.7,2,105,7.38,Low,Low,Low,Under 30
31,Female,Manager,8.26,37,4.44,5.03,9.21,0,46,8.7,High,Low,None,30-50
48,Male,Researcher,3.19,18,7.62,9.23,3.37,2,39,3.07,Medium,Medium,Low,30-50
19,Male,Researcher,1.68,53,4.35,9.53,1.74,2,77,2.13,Low,Low,Low,Under 30
21,Male,Researcher,1.38,44,6.67,10,2.45,3,112,2.93,Low,Medium,High,Under 30
